ensembl_gene_id	NC1	NC2	NORAD.kd	external_gene_name	gene_biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000072134	28	30	33	EPN2	protein_coding	0.17	4.9	0.15	0.7	0.82
ENSG00000080371	74	100	79	RAB21	protein_coding	-0.16	6.4	0.15	0.7	0.82
ENSG00000089053	170	140	180	ANAPC5	protein_coding	0.16	7.4	0.14	0.71	0.82
ENSG00000094916	640	560	530	CBX5	protein_coding	-0.17	9.2	0.14	0.71	0.82
ENSG00000100316	1600	1100	1200	RPL3	protein_coding	-0.18	10	0.15	0.7	0.82
ENSG00000100554	37	44	45	ATP6V1D	protein_coding	0.16	5.4	0.15	0.7	0.82
ENSG00000100908	18	23	18	EMC9	protein_coding	-0.17	4.3	0.15	0.7	0.82
ENSG00000103479	62	65	57	RBL2	protein_coding	-0.16	5.9	0.15	0.7	0.82
ENSG00000104321	4.8	5.9	6.3	TRPA1	protein_coding	0.22	2.5	0.15	0.7	0.82
ENSG00000105497	13	8.3	12	ZNF175	protein_coding	0.19	3.5	0.15	0.7	0.82
ENSG00000106993	7.7	7.1	8.6	CDC37L1	protein_coding	0.21	3	0.14	0.71	0.82
ENSG00000107882	14	14	15	SUFU	protein_coding	0.18	3.8	0.14	0.71	0.82
ENSG00000109083	7.2	7.3	8.4	IFT20	protein_coding	0.21	3	0.15	0.7	0.82
ENSG00000109919	98	74	96	MTCH2	protein_coding	0.16	6.5	0.14	0.71	0.82
ENSG00000112305	25	32	25	SMAP1	protein_coding	-0.16	4.8	0.14	0.71	0.82
ENSG00000115282	17	13	13	TTC31	protein_coding	-0.18	3.8	0.15	0.7	0.82
ENSG00000116903	21	33	24	EXOC8	protein_coding	-0.16	4.7	0.14	0.71	0.82
ENSG00000118197	23	19	24	DDX59	protein_coding	0.17	4.5	0.14	0.71	0.82
ENSG00000121211	17	11	16	MND1	protein_coding	0.18	3.9	0.15	0.7	0.82
ENSG00000123411	7.2	7.7	6.4	IKZF4	protein_coding	-0.21	2.8	0.14	0.71	0.82
ENSG00000124151	41	57	44	NCOA3	protein_coding	-0.16	5.6	0.15	0.7	0.82
ENSG00000126767	34	21	31	ELK1	protein_coding	0.17	4.8	0.15	0.7	0.82
ENSG00000127337	22	32	30	YEATS4	protein_coding	0.17	4.8	0.15	0.7	0.82
ENSG00000131943	31	28	26	C19orf12	protein_coding	-0.16	4.8	0.14	0.71	0.82
ENSG00000132254	19	23	18	ARFIP2	protein_coding	-0.18	4.3	0.15	0.7	0.82
ENSG00000132964	18	27	20	CDK8	protein_coding	-0.17	4.4	0.14	0.71	0.82
ENSG00000133773	40	52	41	CCDC59	protein_coding	-0.16	5.5	0.15	0.7	0.82
ENSG00000134255	66	46	50	CEPT1	protein_coding	-0.15	5.8	0.15	0.7	0.82
ENSG00000135476	60	110	93	ESPL1	protein_coding	0.16	6.4	0.14	0.71	0.82
ENSG00000137038	20	17	16	DMAC1	protein_coding	-0.17	4.2	0.14	0.71	0.82
ENSG00000138442	230	88	140	WDR12	protein_coding	-0.17	7.2	0.15	0.7	0.82
ENSG00000139182	7.4	6.8	8.2	CLSTN3	protein_coding	0.21	2.9	0.14	0.71	0.82
ENSG00000140395	58	57	64	WDR61	protein_coding	0.15	5.9	0.14	0.7	0.82
ENSG00000141034	9	7.8	9.7	GID4	protein_coding	0.2	3.2	0.14	0.71	0.82
ENSG00000141956	12	20	14	PRDM15	protein_coding	-0.18	4	0.14	0.71	0.82
ENSG00000143067	6.1	11	9.8	ZNF697	protein_coding	0.2	3.2	0.15	0.7	0.82
ENSG00000143801	8.1	8.1	9.3	PSEN2	protein_coding	0.2	3.1	0.14	0.7	0.82
ENSG00000147454	86	79	74	SLC25A37	protein_coding	-0.16	6.3	0.14	0.7	0.82
ENSG00000151388	7.1	11	7.9	ADAMTS12	protein_coding	-0.21	3.1	0.15	0.7	0.82
ENSG00000153879	43	87	72	CEBPG	protein_coding	0.16	6.1	0.15	0.7	0.82
ENSG00000154222	17	29	20	CC2D1B	protein_coding	-0.17	4.5	0.15	0.7	0.82
ENSG00000155016	41	32	33	CYP2U1	protein_coding	-0.16	5.1	0.15	0.7	0.82
ENSG00000160216	45	47	41	AGPAT3	protein_coding	-0.15	5.5	0.14	0.71	0.82
ENSG00000162368	80	63	80	CMPK1	protein_coding	0.16	6.2	0.15	0.7	0.82
ENSG00000162946	7.5	7.7	6.5	DISC1	protein_coding	-0.22	2.9	0.14	0.71	0.82
ENSG00000163913	33	36	31	IFT122	protein_coding	-0.16	5.1	0.14	0.71	0.82
ENSG00000165934	140	110	140	CPSF2	protein_coding	0.17	7.1	0.15	0.7	0.82
ENSG00000166557	56	56	63	TMED3	protein_coding	0.15	5.9	0.15	0.7	0.82
ENSG00000167535	11	16	12	CACNB3	protein_coding	-0.18	3.7	0.14	0.71	0.82
ENSG00000168612	13	9.7	10	ZSWIM1	protein_coding	-0.19	3.5	0.14	0.7	0.82
ENSG00000169016	21	30	29	E2F6	protein_coding	0.16	4.7	0.14	0.71	0.82
ENSG00000171097	14	13	15	KYAT1	protein_coding	0.18	3.8	0.14	0.71	0.82
ENSG00000174600	13	4.7	10	CMKLR1	protein_coding	0.2	3.2	0.14	0.7	0.82
ENSG00000178952	160	210	210	TUFM	protein_coding	0.17	7.6	0.15	0.7	0.82
ENSG00000179295	210	240	200	PTPN11	protein_coding	-0.17	7.8	0.15	0.7	0.82
ENSG00000179918	81	91	77	SEPHS2	protein_coding	-0.16	6.4	0.14	0.71	0.82
ENSG00000181220	14	14	16	ZNF746	protein_coding	0.18	3.9	0.15	0.7	0.82
ENSG00000183255	84	87	95	PTTG1IP	protein_coding	0.16	6.5	0.14	0.7	0.82
ENSG00000185122	16	20	20	HSF1	protein_coding	0.18	4.2	0.15	0.7	0.82
ENSG00000185262	16	17	15	UBALD2	protein_coding	-0.17	4	0.14	0.71	0.82
ENSG00000189164	7.2	4.8	7.1	ZNF527	protein_coding	0.22	2.7	0.15	0.7	0.82
ENSG00000204519	16	17	19	ZNF551	protein_coding	0.17	4.1	0.14	0.7	0.82
ENSG00000213930	9.9	10	8.8	GALT	protein_coding	-0.2	3.3	0.15	0.7	0.82
ENSG00000213967	7.6	9.3	7.3	ZNF726	protein_coding	-0.21	3	0.14	0.71	0.82
ENSG00000214753	42	33	42	HNRNPUL2	protein_coding	0.16	5.3	0.14	0.71	0.82
ENSG00000240694	15	11	11	PNMA2	protein_coding	-0.19	3.6	0.15	0.7	0.82
ENSG00000243147	63	65	57	MRPL33	protein_coding	-0.15	5.9	0.14	0.71	0.82
ENSG00000245060	7.3	3.4	6.3	LINC00847	lincRNA	0.22	2.5	0.14	0.7	0.82
ENSG00000250565	13	8.1	9.2	ATP6V1E2	protein_coding	-0.2	3.4	0.15	0.7	0.82
ENSG00000250742	37	29	37	LINC02381	lincRNA	0.16	5.1	0.15	0.7	0.82
ENSG00000267100	16	15	14	ILF3-AS1	lincRNA	-0.18	3.9	0.14	0.71	0.82
ENSG00000273344	7.5	5.9	5.8	PAXIP1-AS1	lincRNA	-0.22	2.7	0.15	0.7	0.82
ENSG00000275023	130	120	110	MLLT6	protein_coding	-0.16	7	0.14	0.71	0.82
ENSG00000279369	4.6	7.7	5.2	AC046185.3	TEC	-0.22	2.6	0.14	0.71	0.82
ENSG00000280237	95	110	92	MIR4697HG	TEC	-0.16	6.6	0.14	0.71	0.82
ENSG00000008838	46	69	64	MED24	protein_coding	0.15	5.9	0.13	0.71	0.83
ENSG00000010404	210	130	150	IDS	protein_coding	-0.16	7.4	0.13	0.72	0.83
ENSG00000010539	18	23	19	ZNF200	protein_coding	-0.17	4.3	0.13	0.72	0.83
ENSG00000013563	14	5.4	11	DNASE1L1	protein_coding	0.18	3.3	0.13	0.72	0.83
ENSG00000020181	30	27	26	ADGRA2	protein_coding	-0.16	4.8	0.13	0.72	0.83
ENSG00000026652	24	20	19	AGPAT4	protein_coding	-0.16	4.4	0.12	0.73	0.83
ENSG00000038427	180	240	190	VCAN	protein_coding	-0.16	7.7	0.13	0.72	0.83
ENSG00000049656	54	76	72	CLPTM1L	protein_coding	0.15	6.1	0.13	0.72	0.83
ENSG00000058262	250	270	230	SEC61A1	protein_coding	-0.16	8	0.13	0.72	0.83
ENSG00000066933	40	37	35	MYO9A	protein_coding	-0.16	5.2	0.13	0.71	0.83
ENSG00000072609	18	31	22	CHFR	protein_coding	-0.16	4.6	0.13	0.72	0.83
ENSG00000073111	160	290	250	MCM2	protein_coding	0.16	7.9	0.13	0.72	0.83
ENSG00000075239	300	120	240	ACAT1	protein_coding	0.16	7.8	0.13	0.72	0.83
ENSG00000078061	28	34	28	ARAF	protein_coding	-0.15	4.9	0.12	0.73	0.83
ENSG00000083635	20	6.7	12	NUFIP1	protein_coding	-0.17	3.7	0.12	0.72	0.83
ENSG00000089916	45	44	50	GPATCH2L	protein_coding	0.15	5.5	0.13	0.72	0.83
ENSG00000091592	8.7	8.9	10	NLRP1	protein_coding	0.19	3.2	0.12	0.72	0.83
ENSG00000093000	110	120	100	NUP50	protein_coding	-0.16	6.8	0.13	0.72	0.83
ENSG00000094631	16	18	15	HDAC6	protein_coding	-0.17	4	0.13	0.72	0.83
ENSG00000100139	12	22	19	MICALL1	protein_coding	0.16	4.1	0.13	0.72	0.83
ENSG00000103494	35	28	28	RPGRIP1L	protein_coding	-0.16	4.9	0.13	0.72	0.83
ENSG00000105329	7	7.8	8.5	TGFB1	protein_coding	0.2	3	0.13	0.71	0.83
ENSG00000107263	41	55	53	RAPGEF1	protein_coding	0.14	5.6	0.12	0.73	0.83
ENSG00000107897	70	76	66	ACBD5	protein_coding	-0.15	6.1	0.14	0.71	0.83
ENSG00000109674	21	22	24	NEIL3	protein_coding	0.16	4.5	0.13	0.72	0.83
ENSG00000112685	24	20	25	EXOC2	protein_coding	0.16	4.5	0.13	0.72	0.83
ENSG00000113712	74	100	98	CSNK1A1	protein_coding	0.15	6.5	0.14	0.71	0.83
ENSG00000115129	35	43	35	TP53I3	protein_coding	-0.15	5.2	0.13	0.72	0.83
ENSG00000115548	42	29	39	KDM3A	protein_coding	0.15	5.2	0.14	0.71	0.83
ENSG00000117122	16	9	11	MFAP2	protein_coding	-0.17	3.6	0.13	0.72	0.83
ENSG00000117280	24	23	21	RAB29	protein_coding	-0.16	4.5	0.13	0.72	0.83
ENSG00000122986	7.2	2	5.4	HVCN1	protein_coding	0.22	2.3	0.13	0.71	0.83
ENSG00000123146	17	17	15	ADGRE5	protein_coding	-0.17	4	0.12	0.72	0.83
ENSG00000123297	31	36	30	TSFM	protein_coding	-0.16	5	0.13	0.71	0.83
ENSG00000129159	12	17	13	KCNC1	protein_coding	-0.18	3.8	0.14	0.71	0.83
ENSG00000130706	41	65	59	ADRM1	protein_coding	0.15	5.8	0.13	0.71	0.83
ENSG00000132463	170	160	180	GRSF1	protein_coding	0.15	7.4	0.13	0.72	0.83
ENSG00000134815	21	26	26	DHX34	protein_coding	0.16	4.6	0.13	0.72	0.83
ENSG00000136828	4.8	10	6.4	RALGPS1	protein_coding	-0.21	2.8	0.13	0.72	0.83
ENSG00000136859	28	30	26	ANGPTL2	protein_coding	-0.16	4.8	0.13	0.72	0.83
ENSG00000136868	47	71	54	SLC31A1	protein_coding	-0.14	5.8	0.13	0.72	0.83
ENSG00000137207	41	30	39	YIPF3	protein_coding	0.15	5.2	0.12	0.72	0.83
ENSG00000140543	16	12	12	DET1	protein_coding	-0.17	3.7	0.13	0.72	0.83
ENSG00000141582	8.6	11	11	CBX4	protein_coding	0.18	3.3	0.13	0.72	0.83
ENSG00000142039	24	39	28	CCDC97	protein_coding	-0.16	4.9	0.13	0.72	0.83
ENSG00000142188	12	18	17	TMEM50B	protein_coding	0.16	4	0.12	0.73	0.83
ENSG00000144674	160	72	100	GOLGA4	protein_coding	-0.15	6.8	0.13	0.72	0.83
ENSG00000149582	11	7.7	11	TMEM25	protein_coding	0.18	3.3	0.13	0.72	0.83
ENSG00000151470	8.1	9.7	7.7	C4orf33	protein_coding	-0.2	3.1	0.13	0.72	0.83
ENSG00000155229	48	46	52	MMS19	protein_coding	0.15	5.6	0.13	0.71	0.83
ENSG00000160469	15	17	14	BRSK1	protein_coding	-0.17	3.9	0.13	0.72	0.83
ENSG00000162929	8.5	9	10	KIAA1841	protein_coding	0.19	3.2	0.13	0.72	0.83
ENSG00000167393	8.1	7.9	9.2	PPP2R3B	protein_coding	0.2	3.1	0.13	0.72	0.83
ENSG00000169567	210	110	170	HINT1	protein_coding	0.15	7.3	0.12	0.72	0.83
ENSG00000170234	44	52	43	PWWP2A	protein_coding	-0.15	5.5	0.13	0.72	0.83
ENSG00000171241	40	43	46	SHCBP1	protein_coding	0.14	5.4	0.12	0.73	0.83
ENSG00000172893	32	52	38	DHCR7	protein_coding	-0.15	5.3	0.12	0.73	0.83
ENSG00000174652	32	23	25	ZNF266	protein_coding	-0.16	4.7	0.13	0.72	0.83
ENSG00000174928	5.6	5.9	6.7	C3orf33	protein_coding	0.21	2.6	0.13	0.71	0.83
ENSG00000175066	20	22	23	GK5	protein_coding	0.16	4.5	0.13	0.72	0.83
ENSG00000177885	100	110	95	GRB2	protein_coding	-0.15	6.7	0.13	0.72	0.83
ENSG00000177951	11	8.5	11	BET1L	protein_coding	0.18	3.4	0.13	0.72	0.83
ENSG00000180287	5	8.1	5.6	PLD5	protein_coding	-0.21	2.6	0.13	0.72	0.83
ENSG00000181019	27	40	30	NQO1	protein_coding	-0.15	5	0.13	0.72	0.83
ENSG00000182149	130	130	120	IST1	protein_coding	-0.16	7	0.13	0.72	0.83
ENSG00000182841	8.4	6.4	6.4	RRP7BP	transcribed_unprocessed_pseudogene	-0.21	2.8	0.13	0.71	0.83
ENSG00000184992	32	37	38	BRI3BP	protein_coding	0.15	5.2	0.12	0.72	0.83
ENSG00000185842	28	36	29	DNAH14	protein_coding	-0.16	5	0.13	0.71	0.83
ENSG00000196655	30	26	31	TRAPPC4	protein_coding	0.16	4.9	0.13	0.71	0.83
ENSG00000196730	58	59	53	DAPK1	protein_coding	-0.15	5.8	0.13	0.72	0.83
ENSG00000196922	15	20	16	ZNF252P	transcribed_unitary_pseudogene	-0.16	4.1	0.13	0.72	0.83
ENSG00000197713	71	64	74	RPE	protein_coding	0.15	6.1	0.13	0.72	0.83
ENSG00000197852	11	10	9.7	FAM212B	protein_coding	-0.18	3.4	0.12	0.72	0.83
ENSG00000214796	6.8	9.2	6.9	AC098934.1	transcribed_unprocessed_pseudogene	-0.2	2.9	0.13	0.72	0.83
ENSG00000006210	20	25	25	CX3CL1	protein_coding	0.15	4.5	0.12	0.73	0.84
ENSG00000007520	31	29	34	TSR3	protein_coding	0.14	5	0.11	0.74	0.84
ENSG00000007944	13	9.8	13	MYLIP	protein_coding	0.17	3.6	0.12	0.73	0.84
ENSG00000032389	27	26	29	EIPR1	protein_coding	0.14	4.8	0.11	0.74	0.84
ENSG00000056097	140	140	150	ZFR	protein_coding	0.15	7.2	0.11	0.74	0.84
ENSG00000076641	11	20	14	PAG1	protein_coding	-0.16	3.9	0.12	0.73	0.84
ENSG00000086598	180	130	170	TMED2	protein_coding	0.15	7.3	0.12	0.73	0.84
ENSG00000087095	10	10	12	NLK	protein_coding	0.17	3.4	0.11	0.74	0.84
ENSG00000088205	200	130	150	DDX18	protein_coding	-0.15	7.3	0.11	0.73	0.84
ENSG00000097021	82	120	90	ACOT7	protein_coding	-0.14	6.6	0.11	0.74	0.84
ENSG00000099308	12	11	10	MAST3	protein_coding	-0.17	3.5	0.12	0.73	0.84
ENSG00000100056	12	11	13	ESS2	protein_coding	0.17	3.5	0.12	0.73	0.84
ENSG00000101000	6.4	9.8	7.1	PROCR	protein_coding	-0.2	3	0.12	0.73	0.84
ENSG00000101216	22	27	22	GMEB2	protein_coding	-0.15	4.6	0.11	0.74	0.84
ENSG00000101444	240	180	230	AHCY	protein_coding	0.15	7.7	0.12	0.73	0.84
ENSG00000102078	11	11	9.5	SLC25A14	protein_coding	-0.18	3.4	0.12	0.73	0.84
ENSG00000103404	30	32	34	USP31	protein_coding	0.15	5	0.12	0.73	0.84
ENSG00000104812	37	30	30	GYS1	protein_coding	-0.14	5	0.11	0.74	0.84
ENSG00000105220	440	550	450	GPI	protein_coding	-0.16	8.9	0.12	0.73	0.84
ENSG00000106628	88	120	94	POLD2	protein_coding	-0.15	6.7	0.12	0.73	0.84
ENSG00000106682	200	280	220	EIF4H	protein_coding	-0.15	7.9	0.12	0.73	0.84
ENSG00000109436	29	38	30	TBC1D9	protein_coding	-0.15	5	0.12	0.73	0.84
ENSG00000110881	40	35	34	ASIC1	protein_coding	-0.14	5.2	0.11	0.74	0.84
ENSG00000111196	28	33	33	MAGOHB	protein_coding	0.15	5	0.12	0.73	0.84
ENSG00000111271	16	15	17	ACAD10	protein_coding	0.15	4	0.11	0.74	0.84
ENSG00000111275	39	40	44	ALDH2	protein_coding	0.14	5.4	0.11	0.74	0.84
ENSG00000112081	400	380	430	SRSF3	protein_coding	0.15	8.7	0.11	0.74	0.84
ENSG00000112787	24	43	30	FBRSL1	protein_coding	-0.15	5	0.12	0.73	0.84
ENSG00000115661	25	26	23	STK16	protein_coding	-0.15	4.6	0.12	0.73	0.84
ENSG00000116396	6.3	3.3	5.6	KCNC4	protein_coding	0.21	2.4	0.12	0.73	0.84
ENSG00000119283	28	45	33	TRIM67	protein_coding	-0.15	5.1	0.12	0.73	0.84
ENSG00000122390	37	30	30	NAA60	protein_coding	-0.15	5	0.12	0.73	0.84
ENSG00000124104	5.1	5.9	6.4	SNX21	protein_coding	0.2	2.6	0.12	0.73	0.84
ENSG00000130338	40	33	40	TULP4	protein_coding	0.14	5.2	0.11	0.74	0.84
ENSG00000135164	91	81	95	DMTF1	protein_coding	0.14	6.5	0.11	0.74	0.84
ENSG00000135823	62	72	74	STX6	protein_coding	0.14	6.1	0.12	0.73	0.84
ENSG00000135940	69	68	62	COX5B	protein_coding	-0.14	6	0.12	0.73	0.84
ENSG00000137055	41	39	37	PLAA	protein_coding	-0.14	5.3	0.11	0.74	0.84
ENSG00000137947	25	6.4	18	GTF2B	protein_coding	0.16	4	0.12	0.73	0.84
ENSG00000138101	13	15	13	DTNB	protein_coding	-0.16	3.8	0.11	0.74	0.84
ENSG00000138303	24	25	22	ASCC1	protein_coding	-0.15	4.6	0.12	0.73	0.84
ENSG00000138356	10	5.1	8.7	AOX1	protein_coding	0.18	3	0.11	0.74	0.84
ENSG00000138641	6.5	12	10	HERC3	protein_coding	0.17	3.3	0.11	0.74	0.84
ENSG00000139718	22	22	20	SETD1B	protein_coding	-0.16	4.4	0.12	0.73	0.84
ENSG00000139746	75	110	85	RBM26	protein_coding	-0.15	6.5	0.12	0.73	0.84
ENSG00000140943	130	130	120	MBTPS1	protein_coding	-0.15	7	0.12	0.73	0.84
ENSG00000143643	58	38	44	TTC13	protein_coding	-0.14	5.5	0.11	0.74	0.84
ENSG00000143669	6.8	4.5	6.5	LYST	protein_coding	0.19	2.6	0.11	0.74	0.84
ENSG00000144339	11	14	14	TMEFF2	protein_coding	0.16	3.8	0.12	0.73	0.84
ENSG00000145246	26	20	25	ATP10D	protein_coding	0.15	4.6	0.12	0.73	0.84
ENSG00000146733	27	20	26	PSPH	protein_coding	0.15	4.6	0.12	0.73	0.84
ENSG00000147416	350	310	300	ATP6V1B2	protein_coding	-0.16	8.3	0.12	0.73	0.84
ENSG00000152804	12	6.5	11	HHEX	protein_coding	0.17	3.3	0.11	0.74	0.84
ENSG00000154978	19	16	16	VOPP1	protein_coding	-0.15	4.1	0.11	0.74	0.84
ENSG00000158161	43	29	32	EYA3	protein_coding	-0.14	5.1	0.11	0.74	0.84
ENSG00000159202	80	84	74	UBE2Z	protein_coding	-0.14	6.3	0.12	0.73	0.84
ENSG00000159685	19	18	21	CHCHD6	protein_coding	0.16	4.3	0.12	0.73	0.84
ENSG00000164087	5.7	10	9.1	POC1A	protein_coding	0.19	3.1	0.12	0.73	0.84
ENSG00000168291	35	53	48	PDHB	protein_coding	0.14	5.5	0.12	0.73	0.84
ENSG00000168591	21	19	18	TMUB2	protein_coding	-0.16	4.3	0.12	0.73	0.84
ENSG00000168615	120	75	110	ADAM9	protein_coding	0.15	6.6	0.12	0.73	0.84
ENSG00000169299	64	57	55	PGM2	protein_coding	-0.14	5.9	0.11	0.74	0.84
ENSG00000170088	49	40	41	TMEM192	protein_coding	-0.14	5.4	0.12	0.73	0.84
ENSG00000170949	16	12	13	ZNF160	protein_coding	-0.16	3.8	0.11	0.74	0.84
ENSG00000173715	12	7.1	8.3	C11orf80	protein_coding	-0.18	3.2	0.11	0.74	0.84
ENSG00000175175	25	42	37	PPM1E	protein_coding	0.14	5.1	0.12	0.73	0.84
ENSG00000176842	6.2	6.8	5.6	IRX5	protein_coding	-0.21	2.6	0.12	0.73	0.84
ENSG00000180769	5.9	9.3	6.6	WDFY3-AS2	processed_transcript	-0.2	2.9	0.12	0.73	0.84
ENSG00000182541	13	14	12	LIMK2	protein_coding	-0.16	3.7	0.11	0.74	0.84
ENSG00000182768	49	58	49	NGRN	protein_coding	-0.14	5.7	0.12	0.73	0.84
ENSG00000183718	14	18	14	TRIM52	protein_coding	-0.16	3.9	0.12	0.73	0.84
ENSG00000183826	7.9	10	10	BTBD9	protein_coding	0.18	3.2	0.12	0.73	0.84
ENSG00000185219	42	38	36	ZNF445	protein_coding	-0.15	5.3	0.12	0.73	0.84
ENSG00000186716	18	27	25	BCR	protein_coding	0.15	4.5	0.11	0.74	0.84
ENSG00000188419	28	24	29	CHM	protein_coding	0.15	4.8	0.12	0.73	0.84
ENSG00000196177	28	24	24	ACADSB	protein_coding	-0.15	4.7	0.11	0.74	0.84
ENSG00000196290	47	40	48	NIF3L1	protein_coding	0.13	5.5	0.11	0.74	0.84
ENSG00000197062	14	8.2	10	ZSCAN26	protein_coding	-0.17	3.5	0.12	0.73	0.84
ENSG00000198028	6.5	9	8.8	ZNF560	protein_coding	0.18	3	0.11	0.74	0.84
ENSG00000204934	6.4	10	9.5	ATP6V0E2-AS1	antisense_RNA	0.19	3.1	0.12	0.73	0.84
ENSG00000223949	8.9	11	11	ROR1-AS1	antisense_RNA	0.18	3.4	0.12	0.73	0.84
ENSG00000241839	7.4	6.3	7.9	PLEKHO2	protein_coding	0.2	2.9	0.12	0.73	0.84
ENSG00000249915	35	49	46	PDCD6	protein_coding	0.14	5.4	0.11	0.74	0.84
ENSG00000256087	13	9.3	13	ZNF432	protein_coding	0.17	3.6	0.12	0.73	0.84
ENSG00000257365	13	7.8	9.3	FNTB	protein_coding	-0.18	3.4	0.12	0.73	0.84
ENSG00000259330	9.9	4.5	8.2	INAFM2	protein_coding	0.18	2.9	0.11	0.74	0.84
ENSG00000040199	15	20	19	PHLPP2	protein_coding	0.14	4.2	0.1	0.75	0.85
ENSG00000048028	71	38	50	USP28	protein_coding	-0.13	5.7	0.1	0.75	0.85
ENSG00000049860	41	41	37	HEXB	protein_coding	-0.14	5.3	0.11	0.74	0.85
ENSG00000050393	27	31	32	MCUR1	protein_coding	0.14	4.9	0.099	0.75	0.85
ENSG00000060688	68	56	56	SNRNP40	protein_coding	-0.13	5.9	0.1	0.75	0.85
ENSG00000072071	81	88	77	ADGRL1	protein_coding	-0.13	6.4	0.098	0.75	0.85
ENSG00000079337	6.7	5.4	6.9	RAPGEF3	protein_coding	0.19	2.7	0.11	0.74	0.85
ENSG00000092964	420	290	320	DPYSL2	protein_coding	-0.14	8.4	0.1	0.75	0.85
ENSG00000100578	52	68	55	KIAA0586	protein_coding	-0.13	5.9	0.11	0.74	0.85
ENSG00000100697	140	170	170	DICER1	protein_coding	0.14	7.3	0.097	0.76	0.85
ENSG00000101247	20	27	21	NDUFAF5	protein_coding	-0.14	4.5	0.1	0.75	0.85
ENSG00000101413	34	41	41	RPRD1B	protein_coding	0.14	5.3	0.11	0.74	0.85
ENSG00000103546	110	140	110	SLC6A2	protein_coding	-0.13	6.9	0.097	0.76	0.85
ENSG00000106608	41	47	40	URGCP	protein_coding	-0.13	5.4	0.099	0.75	0.85
ENSG00000106638	32	30	34	TBL2	protein_coding	0.14	5	0.11	0.74	0.85
ENSG00000113721	52	59	51	PDGFRB	protein_coding	-0.13	5.8	0.1	0.75	0.85
ENSG00000114383	13	13	11	TUSC2	protein_coding	-0.16	3.6	0.1	0.75	0.85
ENSG00000119777	46	64	50	TMEM214	protein_coding	-0.13	5.7	0.1	0.75	0.85
ENSG00000120306	8	10	10	CYSTM1	protein_coding	0.16	3.3	0.097	0.76	0.85
ENSG00000123643	14	18	15	SLC36A1	protein_coding	-0.15	4	0.1	0.75	0.85
ENSG00000125388	6	7.2	5.8	GRK4	protein_coding	-0.19	2.7	0.1	0.75	0.85
ENSG00000125734	6.7	9.8	7.3	GPR108	protein_coding	-0.17	3	0.097	0.76	0.85
ENSG00000125945	17	11	13	ZNF436	protein_coding	-0.15	3.8	0.097	0.76	0.85
ENSG00000128709	9.8	6.5	9.2	HOXD9	protein_coding	0.17	3.1	0.11	0.75	0.85
ENSG00000129675	57	37	43	ARHGEF6	protein_coding	-0.13	5.5	0.1	0.75	0.85
ENSG00000134202	120	50	80	GSTM3	protein_coding	-0.14	6.4	0.11	0.75	0.85
ENSG00000139116	880	760	740	KIF21A	protein_coding	-0.15	9.6	0.1	0.75	0.85
ENSG00000140443	120	160	130	IGF1R	protein_coding	-0.14	7.1	0.11	0.74	0.85
ENSG00000142002	39	59	45	DPP9	protein_coding	-0.13	5.6	0.1	0.75	0.85
ENSG00000142684	15	9.2	14	ZNF593	protein_coding	0.15	3.7	0.1	0.75	0.85
ENSG00000144224	87	73	88	UBXN4	protein_coding	0.13	6.4	0.1	0.75	0.85
ENSG00000144406	37	32	31	UNC80	protein_coding	-0.14	5.1	0.1	0.75	0.85
ENSG00000144857	6.8	9.9	7.4	BOC	protein_coding	-0.18	3	0.1	0.75	0.85
ENSG00000145675	88	100	87	PIK3R1	protein_coding	-0.13	6.5	0.098	0.75	0.85
ENSG00000149792	24	23	21	MRPL49	protein_coding	-0.15	4.5	0.11	0.74	0.85
ENSG00000153574	10	18	15	RPIA	protein_coding	0.15	3.9	0.099	0.75	0.85
ENSG00000154997	12	16	13	SEPT14	protein_coding	-0.15	3.8	0.097	0.76	0.85
ENSG00000156011	80	100	83	PSD3	protein_coding	-0.14	6.5	0.1	0.75	0.85
ENSG00000159658	38	33	32	EFCAB14	protein_coding	-0.13	5.1	0.096	0.76	0.85
ENSG00000160741	25	26	23	CRTC2	protein_coding	-0.14	4.6	0.1	0.75	0.85
ENSG00000165512	61	59	55	ZNF22	protein_coding	-0.13	5.9	0.1	0.75	0.85
ENSG00000166111	23	24	21	SVOP	protein_coding	-0.14	4.5	0.1	0.75	0.85
ENSG00000168539	5.8	5.9	6.7	CHRM1	protein_coding	0.18	2.6	0.1	0.75	0.85
ENSG00000169139	120	150	120	UBE2V2	protein_coding	-0.14	7	0.1	0.75	0.85
ENSG00000171492	40	23	35	LRRC8D	protein_coding	0.14	5	0.11	0.75	0.85
ENSG00000172216	12	10	12	CEBPB	protein_coding	0.16	3.5	0.11	0.75	0.85
ENSG00000172315	31	22	24	TP53RK	protein_coding	-0.14	4.7	0.11	0.74	0.85
ENSG00000172888	29	39	31	ZNF621	protein_coding	-0.14	5	0.1	0.75	0.85
ENSG00000173214	9.1	2.2	6.5	MFSD4B	protein_coding	0.19	2.6	0.11	0.74	0.85
ENSG00000176834	18	17	16	VSIG10	protein_coding	-0.15	4.1	0.1	0.75	0.85
ENSG00000185730	6.2	4.4	6.1	ZNF696	protein_coding	0.19	2.5	0.11	0.74	0.85
ENSG00000186522	30	33	34	SEPT10	protein_coding	0.13	5	0.098	0.75	0.85
